chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN805526.1	4360538	0.22	0.29	0.00	0.59	0.32	0.51	0.00
KN805526.1	4360564	0.08	0.11	0.00	0.60	0.25	0.40	0.00
KN805526.1	4360575	0.22	0.11	0.00	0.60	0.29	0.51	0.00
KN805526.1	4360669	0.19	0.11	0.00	0.49	0.27	0.24	0.00
KN805526.1	4360678	0.28	0.11	0.00	0.41	0.27	0.35	0.00
KN805526.1	4361412	0.36	0.59	0.21	0.54	0.66	0.60	1.00
KN805526.1	4562857	0.71	1.00	0.80	0.92	0.60	0.87	1.00
KN805526.1	4562869	0.61	0.95	0.80	0.80	0.81	0.61	0.00
KN805526.1	4649209	0.29	0.11	0.01	0.07	0.20	0.49	0.03
KN805526.1	4810799	0.82	0.28	0.81	0.63	0.80	0.92	0.95
KN805526.1	4810833	0.75	1.00	1.00	1.00	0.12	0.62	0.98
KN805526.1	4810840	0.61	0.00	1.00	0.52	0.12	0.28	0.98
KN805526.1	4888512	0.56	0.00	0.12	0.57	1.00	1.00	1.00
KN805526.1	4888515	0.99	0.93	0.12	0.56	1.00	1.00	0.00
KN805526.1	4902248	0.58	0.51	0.48	0.50	0.25	0.16	1.00
KN805526.1	4920908	0.71	0.96	0.00	0.95	0.63	0.85	1.00
KN805526.1	4955788	0.04	0.01	0.45	0.02	0.03	0.00	0.01
KN805526.1	5049673	0.33	0.10	0.00	0.74	0.15	0.67	0.00
KN805526.1	5049676	0.44	0.30	0.99	0.76	0.61	0.51	0.00
KN805526.1	5049680	0.49	0.62	0.99	0.91	0.27	0.63	1.00
KN805526.1	5049682	0.39	0.38	0.00	0.90	0.42	0.60	0.00
KN805526.1	5049684	0.51	0.29	0.52	0.98	0.54	0.56	0.00
KN805526.1	5049707	0.37	0.34	0.71	0.80	0.71	0.52	1.00
KN805526.1	5049750	0.14	0.07	0.24	0.45	0.30	0.23	0.60
KN805526.1	5049752	0.12	0.07	0.24	0.45	0.30	0.00	0.00
KN805526.1	5049754	0.07	0.00	0.23	0.87	0.30	0.43	0.00
KN805526.1	5049759	0.14	0.00	0.00	0.23	0.43	0.14	0.00
KN805526.1	5161469	0.01	0.00	0.00	0.00	0.07	0.00	0.00
KN805526.1	5161470	0.00	0.05	0.67	0.00	0.00	0.00	0.00
KN805526.1	5161477	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161478	0.00	0.00	0.00	0.00	0.08	0.00	0.00
KN805526.1	5161484	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161485	0.09	0.01	0.00	0.01	0.00	0.00	0.00
KN805526.1	5161492	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161493	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161500	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161509	0.24	0.00	1.00	0.00	0.09	0.00	0.00
KN805526.1	5161512	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161514	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161515	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805526.1	5161529	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161544	0.00	0.00	0.00	0.40	0.00	0.00	0.00
KN805526.1	5161552	0.00	0.00	0.01	0.00	0.13	0.00	0.00
KN805526.1	5161564	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161571	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161580	0.37	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161660	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161661	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161683	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161684	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161687	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805526.1	5161688	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161689	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161690	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5161698	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5198381	0.91	0.70	0.96	0.93	0.69	0.86	0.00
KN805526.1	5224713	0.84	0.27	0.04	0.94	0.76	0.78	0.00
KN805526.1	5436590	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5678046	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805526.1	5678360	0.00	0.19	0.00	0.00	0.00	0.05	1.00
KN805526.1	5678413	0.00	0.00	0.00	0.00	0.20	0.00	0.00
KN805526.1	5682596	0.19	0.00	0.01	0.00	0.00	0.00	0.08
KN805526.1	5682690	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5682691	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5682695	0.00	0.00	0.01	0.00	0.01	0.00	0.00
KN805526.1	5682696	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5682711	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5682712	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5682737	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805526.1	5707626	0.08	0.03	0.00	0.01	0.00	0.00	0.00
KN805526.1	5707644	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	5707697	0.14	0.50	0.00	0.00	0.01	0.11	0.99
KN805526.1	5801361	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801384	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801401	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801402	0.00	0.01	0.00	0.00	0.01	0.00	0.00
KN805526.1	5801421	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801426	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801429	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801445	0.00	0.00	0.00	0.00	0.00	0.04	0.00
KN805526.1	5801494	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801501	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801527	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801528	0.00	0.00	0.00	0.00	0.09	0.00	0.00
KN805526.1	5801532	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5801549	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805526.1	5801554	0.00	0.00	0.00	0.00	0.00	0.12	0.00
KN805526.1	5801565	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5863412	0.00	0.00	0.08	0.50	0.00	0.17	0.00
KN805526.1	5866561	0.50	0.89	0.56	0.89	0.71	0.93	0.62
KN805526.1	5866562	0.86	0.91	0.93	0.84	0.67	0.92	0.80
KN805526.1	5866573	0.88	0.78	0.88	0.92	0.81	0.97	0.75
KN805526.1	5866574	1.00	1.00	0.98	0.94	1.00	0.97	0.94
KN805526.1	5866579	0.67	0.69	0.88	0.98	0.75	0.88	0.79
KN805526.1	5866587	0.91	0.94	0.88	0.95	0.94	0.88	0.79
KN805526.1	5942320	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942326	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942332	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942350	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942353	0.14	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942364	0.18	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942370	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942383	0.00	0.00	0.00	0.00	0.00	0.00	1.00
KN805526.1	5942388	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942394	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5942455	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5945997	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN805526.1	5946007	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5946019	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	5946076	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	5946117	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	5974247	0.96	1.00	0.83	0.86	0.88	0.91	0.92
KN805526.1	6142070	0.99	0.15	0.68	0.79	0.91	0.92	0.00
KN805526.1	6156100	0.96	1.00	1.00	1.00	1.00	1.00	1.00
KN805526.1	6195645	0.00	0.09	0.00	0.00	0.20	0.14	0.00
KN805527.1	48534	0.00	0.01	0.00	0.00	0.00	0.01	0.00
KN805527.1	48535	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN805527.1	48579	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	48580	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	48778	0.00	0.00	0.00	0.00	0.22	0.00	0.00
KN805527.1	48779	0.06	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	48806	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	49422	0.00	0.01	0.00	0.00	0.27	0.00	0.00
KN805527.1	49430	0.00	0.00	0.00	0.19	0.00	0.00	0.00
KN805527.1	49433	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	49441	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	49445	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	49451	0.00	0.00	0.00	0.19	0.00	0.00	0.00
KN805527.1	49634	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805527.1	49644	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	261260	0.00	0.00	0.00	0.30	0.00	0.00	0.00
KN805527.1	330163	0.03	0.01	0.01	0.14	0.02	0.11	0.03
KN805527.1	330190	0.12	0.00	0.00	0.15	0.01	0.13	0.00
KN805527.1	727523	0.20	0.80	0.32	0.00	0.38	0.00	0.17
KN805527.1	750057	0.01	0.04	0.27	0.00	0.02	0.00	0.00
KN805527.1	907746	0.00	0.00	0.00	0.00	0.00	0.00	0.52
KN805527.1	1132320	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1132321	0.00	0.12	0.00	0.00	0.00	0.00	0.00
KN805527.1	1132392	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1132402	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1132421	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1239764	0.21	0.21	0.00	0.69	0.23	0.51	0.00
KN805527.1	1239765	0.00	0.04	0.00	0.19	0.60	0.44	0.00
KN805527.1	1239770	0.22	0.29	0.00	0.59	0.32	0.51	0.00
KN805527.1	1239796	0.08	0.11	0.00	0.60	0.26	0.40	0.00
KN805527.1	1239807	0.22	0.11	0.00	0.60	0.28	0.51	0.00
KN805527.1	1239901	0.19	0.11	0.00	0.49	0.27	0.24	0.00
KN805527.1	1239910	0.29	0.11	0.00	0.41	0.27	0.35	0.00
KN805527.1	1344690	0.20	0.80	0.32	0.00	0.51	0.65	0.17
KN805527.1	1426740	0.33	0.00	1.00	0.66	0.55	0.48	0.01
KN805527.1	1426761	0.35	0.00	0.99	0.66	0.41	0.34	0.00
KN805527.1	1426771	0.22	0.00	1.00	0.37	0.41	0.51	0.00
KN805527.1	1461239	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1461256	0.00	0.00	0.00	0.00	0.00	0.52	0.14
KN805527.1	1807075	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN805527.1	1857549	0.48	0.72	1.00	0.87	0.97	0.88	1.00
KN805527.1	1857570	0.57	0.83	1.00	0.84	0.65	0.91	0.71
KN805527.1	1857584	0.57	0.60	1.00	0.88	0.71	0.90	0.71
KN805527.1	1945653	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	1991130	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN805527.1	1991456	0.01	0.01	0.27	0.00	0.00	0.00	0.49
KN805527.1	2143199	1.00	1.00	1.00	1.00	1.00	1.00	0.03
KN805527.1	2143245	0.87	0.80	1.00	0.95	0.78	0.51	0.00
KN805527.1	2174159	0.21	0.21	0.00	0.69	0.23	0.51	0.00
KN805527.1	2174160	0.00	0.04	0.00	0.24	0.09	0.42	0.00
KN805527.1	2174165	0.22	0.29	0.00	0.59	0.32	0.51	0.00
KN805527.1	2174191	0.08	0.11	0.00	0.60	0.25	0.40	0.00
KN805527.1	2174202	0.22	0.11	0.00	0.60	0.29	0.51	0.00
KN805527.1	2174296	0.19	0.11	0.00	0.49	0.27	0.22	0.00
KN805527.1	2174305	0.29	0.11	0.00	0.41	0.27	0.33	0.00
KN805527.1	2307038	0.01	0.06	0.02	0.09	0.02	0.01	0.00
KN805527.1	2307295	0.04	0.00	0.01	0.04	0.05	0.04	0.00
KN805527.1	2312102	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	2312136	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN805527.1	2312227	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	2312242	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	2475663	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805527.1	2479883	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	2480019	0.24	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	2480024	0.18	0.17	0.00	0.17	0.00	0.00	0.00
KN805527.1	2480049	0.13	0.00	0.00	0.00	0.00	0.12	0.00
KN805527.1	2480050	0.00	0.00	0.00	0.00	0.07	0.00	0.00
KN805527.1	2480057	0.12	0.13	0.01	0.00	0.00	0.00	0.00
KN805527.1	2509057	0.21	0.06	0.02	0.05	0.01	0.04	0.03
KN805527.1	2699419	0.65	0.85	0.06	0.78	0.82	0.95	0.99
KN805527.1	2699465	0.82	0.75	0.77	0.94	0.73	0.69	0.46
KN805527.1	2743316	0.00	0.01	0.00	0.00	0.01	0.00	0.00
KN805527.1	2753957	0.03	0.21	0.00	0.33	0.19	0.02	0.00
KN805527.1	3004605	0.00	0.00	0.04	0.00	0.02	0.02	0.61
KN805527.1	3006300	0.02	0.00	0.00	0.23	0.01	0.00	0.00
KN805527.1	3158181	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3158185	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3158189	0.00	0.00	1.00	0.00	0.00	0.00	0.00
KN805527.1	3158647	0.10	0.06	0.03	0.00	0.01	0.21	0.00
KN805527.1	3158648	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3177183	0.08	0.11	0.85	0.02	0.03	0.20	0.02
KN805527.1	3177272	0.01	0.03	0.00	0.00	0.21	0.00	0.05
KN805527.1	3207449	0.08	0.13	0.00	0.00	0.10	0.18	0.00
KN805527.1	3207495	0.00	0.00	0.46	0.00	0.00	0.08	0.00
KN805527.1	3207500	0.00	0.00	0.00	0.00	0.02	0.00	0.00
KN805527.1	3207644	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207649	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207653	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207666	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207682	0.06	0.21	0.00	0.09	0.06	0.00	0.06
KN805527.1	3207683	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207692	0.00	0.20	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207693	0.05	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207706	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207707	0.07	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207733	0.00	0.00	0.00	0.06	0.00	0.00	0.00
KN805527.1	3207734	0.00	0.00	0.00	0.00	0.00	0.12	0.00
KN805527.1	3207739	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN805527.1	3207740	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207749	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207750	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207757	0.00	0.19	0.00	0.00	0.00	0.02	0.01
KN805527.1	3207758	0.07	0.09	0.00	0.31	0.00	0.00	0.00
KN805527.1	3207763	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207764	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3207785	0.00	0.00	0.00	0.24	0.00	0.00	0.00
KN805527.1	3207786	0.00	0.01	0.00	0.00	0.00	0.00	0.01
KN805527.1	3207794	0.03	0.06	0.00	0.00	0.04	0.01	0.03
KN805527.1	3269732	0.00	0.00	0.00	0.26	0.00	0.00	0.00
KN805527.1	3269761	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3269764	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805527.1	3270005	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3270038	0.07	0.09	0.00	0.00	0.05	0.06	0.00
KN805527.1	3270054	0.00	0.00	0.00	0.00	0.00	0.04	0.00
KN805527.1	3270056	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3270072	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3270074	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3270077	0.00	0.00	0.00	0.00	0.05	0.00	0.00
KN805527.1	3270079	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3270114	0.00	0.00	0.00	0.00	0.00	0.07	0.00
KN805527.1	3270155	0.01	0.18	0.00	0.01	0.02	0.01	0.00
KN805527.1	3306341	0.09	0.12	0.00	0.29	0.21	0.35	0.09
KN805527.1	3439445	0.77	0.00	0.00	0.07	0.00	0.00	0.00
KN805527.1	3439460	0.00	0.00	0.00	0.00	0.00	0.41	0.00
KN805527.1	3439464	0.48	0.00	0.00	0.07	0.00	0.21	0.00
KN805527.1	3475903	0.01	0.00	0.01	0.00	0.01	0.25	0.00
KN805527.1	3475908	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN805527.1	3475918	0.00	0.00	0.00	0.21	0.00	0.13	0.00
KN805527.1	3475927	0.00	0.20	0.00	0.20	0.08	0.00	0.00
KN805527.1	3475933	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3475936	0.00	0.26	1.00	0.00	0.19	0.12	0.94
KN805527.1	3476131	0.18	0.00	1.00	0.21	0.10	0.00	0.00
KN805527.1	3491183	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3491185	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3491306	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3491311	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3491345	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805527.1	3495486	0.13	0.00	0.74	0.00	0.01	0.14	0.00
KN805527.1	3495497	0.15	0.00	0.71	0.13	0.00	0.12	0.00
KN805527.1	3585801	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805527.1	3585806	0.00	0.31	0.00	0.00	0.00	0.00	0.00
KN805527.1	3585847	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3649985	0.15	0.02	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665891	0.10	0.00	0.00	0.00	0.08	0.00	0.00
KN805527.1	3665900	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665904	0.00	0.00	0.00	0.00	0.00	0.00	0.47
KN805527.1	3665907	0.00	0.42	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665918	0.00	0.00	0.00	0.00	0.08	0.00	0.00
KN805527.1	3665924	0.00	0.00	0.00	0.00	0.00	0.13	0.01
KN805527.1	3665927	0.00	0.00	0.00	0.00	0.07	0.00	0.00
KN805527.1	3665930	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665945	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665948	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665953	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3665960	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805527.1	3665971	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN805527.1	3665979	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772311	0.05	0.00	0.47	0.00	0.01	0.00	0.54
KN805527.1	3772318	0.00	0.00	0.00	0.00	0.00	0.31	0.00
KN805527.1	3772324	0.00	0.00	0.00	0.13	0.00	0.39	0.00
KN805527.1	3772332	0.00	0.00	0.00	0.00	0.00	0.39	0.00
KN805527.1	3772339	0.20	0.00	0.00	0.23	0.00	0.00	0.00
KN805527.1	3772389	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772393	0.16	0.00	0.00	0.01	0.00	0.34	0.00
KN805527.1	3772401	0.49	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772420	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772431	0.00	0.00	0.00	0.00	0.00	0.27	0.00
KN805527.1	3772441	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772444	0.00	0.38	0.00	0.00	0.00	0.00	1.00
KN805527.1	3772455	0.00	0.00	0.00	0.00	0.00	0.00	1.00
KN805527.1	3772458	0.02	0.00	0.00	0.00	0.00	0.00	0.01
KN805527.1	3772463	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772550	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772573	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772757	0.00	0.18	0.00	0.01	0.00	0.00	0.00
KN805527.1	3772761	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772778	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772789	0.00	0.04	0.00	0.00	0.00	0.00	0.00
KN805527.1	3772796	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805527.1	3773500	0.00	0.00	0.01	0.01	0.01	0.58	0.00
KN805527.1	3773512	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805527.1	3816368	0.76	1.00	1.00	0.97	0.60	0.78	0.83
KN805527.1	3972702	0.01	0.01	0.00	0.01	0.15	0.00	0.00
KN805527.1	3975753	0.56	0.38	0.07	0.42	0.16	0.54	0.86
KN805528.1	18994	0.75	0.45	0.83	0.06	0.33	0.00	0.97
KN805528.1	19026	0.44	0.07	0.45	0.35	0.77	0.83	0.01
KN805528.1	19028	0.35	0.45	0.50	0.59	0.00	0.83	0.01
KN805528.1	19039	0.77	0.49	0.73	0.75	0.27	0.83	0.02
KN805528.1	107803	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	107806	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	107815	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	107818	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805528.1	107821	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	107824	0.17	0.00	0.01	0.00	0.00	0.00	0.00
KN805528.1	152175	0.00	0.00	0.00	0.00	0.10	0.00	0.00
KN805528.1	152224	0.00	0.27	0.00	0.00	0.00	0.00	0.00
KN805528.1	272351	0.41	0.64	0.86	0.76	0.63	0.60	0.28
KN805528.1	272383	0.74	0.40	0.90	0.82	0.60	0.89	0.44
KN805528.1	272385	0.77	0.40	0.97	0.77	0.68	0.88	0.75
KN805528.1	297390	0.00	0.00	0.00	0.00	0.20	0.00	0.00
KN805528.1	297410	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297421	0.00	0.00	0.00	0.02	0.00	0.00	0.00
KN805528.1	297426	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297431	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297439	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297443	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805528.1	297446	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297454	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297466	0.20	0.00	0.00	0.00	0.18	0.00	0.00
KN805528.1	297472	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297481	0.00	0.00	0.00	0.00	0.17	0.00	0.00
KN805528.1	297488	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297509	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	297521	0.00	0.00	0.00	0.00	0.01	0.01	0.00
KN805528.1	297525	0.00	0.00	0.00	0.00	0.01	0.14	0.00
KN805528.1	341115	0.00	0.00	0.00	0.13	0.01	0.00	0.54
KN805528.1	341187	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	348920	0.06	0.00	0.00	0.13	0.07	0.00	0.00
KN805528.1	348935	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805528.1	408003	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408058	0.00	0.00	0.00	0.00	0.00	0.00	0.06
KN805528.1	408059	0.00	0.28	0.00	0.00	0.00	0.00	0.00
KN805528.1	408068	0.00	0.11	0.00	0.28	0.00	0.00	0.05
KN805528.1	408069	0.07	0.00	0.00	0.00	0.06	0.07	0.00
KN805528.1	408077	0.00	0.00	0.00	0.00	0.00	0.22	0.00
KN805528.1	408089	0.06	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408108	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408263	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408321	0.00	0.00	0.00	0.26	0.05	0.12	0.00
KN805528.1	408330	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408333	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408351	0.00	0.18	0.00	0.00	0.00	0.00	0.00
KN805528.1	408353	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805528.1	408364	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408375	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	408395	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	459832	0.06	0.00	0.00	0.36	0.24	0.16	0.01
KN805528.1	631858	0.00	0.00	0.00	0.05	0.00	0.41	0.00
KN805528.1	631892	0.00	0.47	0.99	0.95	0.00	0.00	0.00
KN805528.1	631897	1.00	0.00	0.00	0.95	0.00	0.41	0.00
KN805528.1	631902	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	719789	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN805528.1	843396	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805528.1	843406	0.00	0.01	0.00	0.00	0.00	0.00	0.00
