chr	pos	NO_20-N4	NO_20-N2	NO_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN811574.1	553195	0.98	0.14	0.60	0.35	0.57	0.52	0.64
KN811574.1	806672	0.62	0.15	1.00	0.32	0.10	0.73	1.00
KN811574.1	806677	0.95	0.93	1.00	0.68	0.20	0.85	0.95
KN811576.1	930861	0.79	0.87	0.95	0.64	0.76	0.86	0.94
KN811576.1	930867	0.86	0.89	0.80	0.56	0.71	0.83	0.92
KN811576.1	930872	0.94	0.91	0.95	0.61	0.62	0.89	0.93
KN811576.1	930874	0.68	0.89	0.87	0.58	0.95	0.89	0.85
KN811577.1	264558	0.74	0.85	0.67	0.80	0.61	0.58	0.68
KN811577.1	264573	0.66	0.50	0.66	0.80	0.50	0.39	0.66
KN811577.1	264625	0.85	0.87	0.89	0.86	0.92	0.85	0.84
KN811577.1	608341	0.71	0.83	1.00	1.00	0.99	0.95	0.98
KN811577.1	740784	0.88	0.18	0.10	0.82	0.94	0.89	0.20
KN811580.1	34014	0.66	0.82	0.51	0.42	0.72	0.66	0.78
KN811580.1	34024	0.74	0.88	0.72	0.50	0.76	0.74	0.78
KN811580.1	431684	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811583.1	811915	0.84	1.00	0.96	1.00	1.00	0.63	0.94
KN811584.1	138536	0.54	0.73	0.94	0.82	0.64	0.96	0.96
KN811584.1	138566	0.82	0.88	0.83	0.91	0.89	0.88	0.69
KN811586.1	261581	0.63	0.42	0.24	0.83	0.54	0.49	0.61
KN811586.1	261605	0.74	0.64	0.53	0.88	0.85	0.89	0.75
KN811589.1	621590	0.96	0.87	0.70	1.00	0.78	0.93	0.89
KN811589.1	621595	0.91	0.80	0.86	0.90	0.89	0.86	0.92
KN811589.1	621597	0.96	0.53	0.52	0.90	0.85	0.84	0.76
KN811589.1	621629	0.62	0.50	0.52	0.45	0.68	0.83	0.85
KN811589.1	753814	0.88	0.12	0.14	0.25	0.86	0.86	0.60
KN811590.1	808969	0.96	0.92	0.80	0.15	0.67	0.90	0.64
KN811593.1	146726	0.89	0.85	0.62	0.28	1.00	0.87	0.77
KN811593.1	147013	1.00	0.81	0.50	1.00	0.77	0.89	0.94
KN811593.1	147064	0.90	0.95	0.83	0.92	0.93	0.84	0.86
KN811593.1	147084	1.00	1.00	0.92	0.92	0.81	0.93	0.73
KN811593.1	770566	0.62	0.78	1.00	0.74	0.95	0.94	0.85
KN811593.1	770573	0.49	0.78	1.00	0.85	0.92	0.88	0.65
KN811593.1	770586	0.62	0.72	1.00	0.81	0.95	0.82	0.70
KN811593.1	770605	0.49	0.61	1.00	0.85	0.97	0.78	0.77
KN811596.1	869622	0.57	0.83	0.83	0.95	0.98	0.90	0.98
KN811598.1	279381	0.91	0.60	0.50	0.79	0.67	0.34	0.98
KN811599.1	15971	0.75	0.83	1.00	1.00	0.99	0.95	0.98
KN811599.1	768798	0.53	0.93	0.98	0.16	0.99	0.88	0.96
KN811599.1	768819	0.26	0.80	0.96	0.98	0.96	0.79	0.92
KN811599.1	768825	0.94	0.85	0.69	0.96	0.62	0.92	0.43
KN811600.1	529876	0.99	0.95	1.00	1.00	0.99	0.60	0.98
KN811601.1	205316	0.90	0.81	0.88	0.77	0.76	0.75	0.80
KN811601.1	205323	0.90	0.86	0.92	0.81	0.32	0.85	0.88
KN811601.1	205359	0.97	1.00	1.00	1.00	1.00	0.98	1.00
KN811601.1	209078	0.52	0.92	0.88	0.67	0.91	0.93	0.84
KN811601.1	369037	0.98	0.60	1.00	1.00	1.00	0.96	1.00
KN811601.1	369048	0.95	0.86	1.00	1.00	1.00	0.72	0.96
KN811601.1	369051	1.00	0.86	0.67	1.00	0.94	1.00	0.93
KN811601.1	369163	0.93	0.64	1.00	1.00	0.96	1.00	0.87
KN811601.1	369174	0.84	0.60	1.00	1.00	0.96	1.00	0.82
KN811601.1	369177	0.96	0.58	1.00	1.00	0.93	0.60	0.86
KN811601.1	471332	0.53	0.96	0.98	0.97	0.80	1.00	0.97
KN811601.1	471348	1.00	0.96	0.89	0.95	0.94	0.91	0.81
KN811601.1	471482	0.50	0.92	0.98	0.97	0.80	1.00	0.97
KN811601.1	471498	1.00	0.93	0.94	0.98	0.94	0.94	0.81
KN811601.1	471532	1.00	1.00	1.00	1.00	0.93	1.00	1.00
KN811601.1	526328	1.00	0.93	0.92	0.76	0.93	0.48	0.88
KN811601.1	572391	0.83	0.60	1.00	1.00	1.00	0.95	0.83
KN811601.1	572396	0.89	0.80	1.00	0.82	0.95	0.51	0.84
KN811601.1	572398	0.92	0.93	0.60	1.00	1.00	0.53	0.84
KN811601.1	939282	0.97	0.75	0.65	0.85	0.99	0.97	0.90
KN811601.1	939288	0.97	0.75	0.94	0.85	0.91	0.47	0.90
KN811601.1	939293	0.98	0.89	1.00	0.77	0.97	0.92	0.93
KN811601.1	939295	0.94	0.70	0.82	0.23	0.91	0.94	0.87
KN811601.1	984159	0.98	0.87	0.56	0.94	0.93	0.41	0.97
KN811603.1	777340	0.86	0.86	0.74	0.80	0.88	0.79	0.84
KN811603.1	777359	0.92	0.94	0.90	0.80	0.89	0.80	0.88
KN811603.1	777369	0.83	0.85	0.84	0.65	0.74	0.70	0.83
KN811603.1	777427	0.95	0.90	0.95	0.91	0.96	0.88	0.83
KN811603.1	777434	0.87	0.80	0.81	0.82	0.88	0.81	0.89
KN811604.1	180175	0.31	0.27	0.64	0.23	0.58	0.64	0.59
KN811604.1	180275	0.88	0.67	0.85	0.18	0.76	0.76	0.88
KN811604.1	180326	0.83	0.74	0.80	0.26	0.82	0.81	0.85
KN811604.1	628675	0.92	0.95	0.86	0.23	0.91	0.67	0.83
KN811604.1	628707	0.53	0.83	0.86	0.27	0.90	0.50	0.78
KN811604.1	628716	0.76	0.66	0.96	0.21	0.94	0.57	0.90
KN811604.1	628724	0.96	0.36	0.93	0.13	0.95	0.58	0.88
KN811604.1	818619	0.90	0.88	0.50	0.90	0.77	0.37	0.99
KN811604.1	827512	0.96	0.94	0.80	0.62	0.77	0.98	0.93
KN811606.1	269758	0.85	0.29	0.86	0.41	0.83	0.54	0.43
KN811607.1	357897	0.90	0.95	0.83	0.92	0.93	0.85	0.82
KN811607.1	357917	1.00	1.00	0.92	0.92	0.81	0.93	0.90
