chr	pos	N_20-N4	N_5-N1	N_5-N2	N_20-N2	N_5-N3	N_20-N1	N_OC-N5	N_OC-N1	N_OC-N2	N_OC-N4	S_20-S1	S_20-S3	S_20-S4	S_5-S3	S_5-S4	S_5-S2	S_20-S2	S_5-S1	S_OC-S1	S_OC-S2	S_OC-S3	S_OC-S5
KN805651.1	248652	0.26	0.43	0.23	0.07	0.32	0.29	0.37	0.26	0.44	0.55	0.12	0.31	0.35	0.27	0.20	0.17	0.09	0.16	0.23	0.19	0.32	0.00
KN805651.1	248682	0.30	0.45	0.41	0.14	0.19	0.29	0.24	0.22	0.29	0.44	0.24	0.27	0.24	0.32	0.17	0.17	0.10	0.12	0.18	0.20	0.20	0.00
KN805651.1	466401	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.16	0.00	0.00	0.00	0.77	0.01	0.96
KN805651.1	537225	0.00	0.16	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.38	0.02	0.13	0.00
KN805651.1	537230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805651.1	537232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805651.1	537238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.03	0.00	0.00
KN805651.1	537255	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	178661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	178664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	178673	0.00	0.00	0.00	0.11	0.01	0.00	0.01	0.37	0.00	0.19	0.10	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.02	0.00	0.00
KN805652.1	266575	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.13	0.00	0.01	0.00	0.09	0.14	0.00	0.00
KN805652.1	266592	0.00	0.18	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00
KN805652.1	266633	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805652.1	266636	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00
KN805652.1	283380	0.87	0.81	0.92	0.47	0.74	0.96	0.90	0.77	0.73	0.82	0.79	0.76	0.78	0.82	0.85	0.77	0.73	0.79	0.79	0.67	0.83	0.92
KN805652.1	412723	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	412742	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	412770	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805652.1	412796	0.00	0.00	0.00	0.01	0.04	0.00	0.00	0.00	0.01	0.06	0.00	0.00	0.24	0.27	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.47
KN805652.1	507955	0.88	0.91	0.87	0.95	0.79	0.79	0.95	0.79	0.80	0.95	0.97	0.87	0.92	0.96	0.84	0.97	0.57	0.71	0.90	0.80	0.72	1.00
KN805652.1	507961	0.67	0.78	0.66	0.87	0.74	0.85	0.89	0.71	0.80	0.84	0.87	0.78	0.62	0.60	0.65	0.66	0.63	0.64	0.33	0.72	0.56	1.00
KN805652.1	529945	0.36	0.31	0.45	0.00	0.02	0.84	0.70	0.10	0.21	0.27	0.44	0.16	0.30	0.05	0.31	0.08	0.09	0.00	0.39	0.27	0.75	0.00
KN805652.1	541699	0.50	0.81	0.20	0.03	0.48	0.06	0.18	0.57	0.55	0.41	0.71	0.51	0.32	0.67	0.79	0.39	0.04	0.37	0.75	0.03	0.67	0.08
KN805654.1	513929	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	513944	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	513975	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00
KN805654.1	514064	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	514076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00
KN805654.1	515905	0.00	0.00	0.00	0.01	0.22	0.00	0.00	0.00	0.00	0.14	0.27	0.13	0.01	0.00	0.23	0.01	0.00	0.00	0.33	0.12	0.00	0.00
KN805654.1	515910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.16	0.00	0.00	0.00	0.00	0.13	1.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	515915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00
KN805654.1	515939	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	515942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	515973	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	573738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805654.1	579032	0.04	0.23	0.18	0.06	0.33	0.05	0.02	0.24	0.04	0.32	0.11	0.03	0.03	0.00	0.01	0.48	0.00	0.00	0.04	0.06	0.31	0.79
KN805654.1	579402	0.54	0.57	0.82	0.06	0.60	0.84	0.03	0.97	0.71	0.78	0.58	0.55	0.62	0.68	0.70	0.41	0.00	0.97	0.64	0.55	0.81	1.00
KN805655.1	249311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.01	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805655.1	249316	0.03	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805655.1	249664	0.00	0.00	0.01	0.07	0.00	0.38	0.02	0.00	0.07	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00
KN805655.1	249665	0.01	0.00	0.01	0.01	0.04	0.00	0.00	0.00	0.01	0.02	0.01	0.00	0.01	0.05	0.29	0.01	0.00	0.00	0.31	0.71	0.01	0.03
KN805655.1	249685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805655.1	249689	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
KN805655.1	249704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805655.1	273677	0.69	0.66	0.41	0.42	0.66	0.24	0.79	0.66	0.73	0.64	0.63	0.72	0.78	0.62	0.59	0.63	0.46	0.32	0.32	0.59	0.50	0.94
KN805655.1	273701	0.78	0.92	0.71	0.64	0.60	0.53	0.72	0.82	0.80	0.75	0.89	0.56	0.76	0.74	0.88	0.95	0.81	0.95	0.94	0.93	0.82	0.97
KN805655.1	273706	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.04	0.00	0.01	0.00	0.00	0.00	0.20	0.00	0.00	0.00
KN805655.1	448082	0.02	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.10	0.00	0.11	0.00	0.00	0.00	0.00	0.12	0.09	0.00	0.00
KN805657.1	153099	0.89	0.98	0.93	0.98	0.98	0.97	0.96	0.98	0.90	0.94	0.92	0.96	0.97	0.98	0.97	0.91	0.98	0.80	0.96	0.88	0.92	1.00
KN805657.1	153111	0.79	0.76	0.89	0.84	0.85	0.94	0.76	0.58	0.88	0.89	0.84	0.90	0.85	0.87	0.88	0.87	0.65	0.84	0.92	0.70	0.84	0.62
KN805657.1	153135	0.85	0.72	0.84	0.84	0.92	0.91	0.84	0.95	0.84	0.86	0.91	0.93	0.94	0.82	0.95	0.80	0.63	0.83	0.94	0.89	0.90	1.00
KN805657.1	153142	0.76	0.86	0.80	0.86	0.85	0.95	0.85	0.95	0.84	0.83	0.90	0.88	0.86	0.82	0.87	0.82	0.63	0.76	0.91	0.70	0.89	0.75
KN805657.1	153146	0.83	0.91	0.92	0.89	0.91	0.95	0.85	0.94	0.94	0.87	0.95	0.94	0.95	0.88	0.96	0.95	0.65	0.89	0.95	0.75	0.93	0.69
KN805658.1	19366	0.70	0.67	0.75	1.00	0.88	0.92	1.00	0.68	0.86	0.90	0.91	0.97	0.82	0.60	0.51	0.78	1.00	1.00	0.90	0.45	0.88	1.00
KN805658.1	19395	0.87	0.81	0.95	1.00	0.96	0.97	1.00	0.90	0.93	0.97	0.94	0.88	0.92	0.78	0.95	0.67	1.00	0.78	0.91	0.88	0.90	1.00
KN805658.1	19411	0.82	0.79	0.85	1.00	0.75	0.95	0.90	0.82	0.66	0.90	0.89	0.74	0.92	0.62	0.73	0.75	1.00	0.38	0.67	0.68	0.81	0.90
KN805658.1	142988	0.11	0.14	0.06	0.15	0.15	0.06	0.05	0.07	0.03	0.00	0.04	0.04	0.29	0.10	0.07	0.09	0.08	0.09	0.11	0.00	0.08	0.07
KN805658.1	143014	0.72	0.77	0.80	0.61	0.88	0.80	0.66	0.53	0.63	0.63	0.84	0.78	0.75	0.90	0.73	0.62	0.57	0.76	0.78	0.78	0.76	0.63
KN805658.1	149164	0.38	0.31	0.41	0.01	0.57	0.00	0.42	0.64	0.63	0.24	0.71	0.16	0.38	0.14	0.24	0.45	0.00	0.65	0.01	0.16	0.55	1.00
KN805658.1	468796	0.89	0.68	0.87	0.85	0.86	0.68	0.90	0.59	0.62	0.69	0.90	0.77	0.73	0.79	0.85	0.61	0.94	0.84	0.74	0.82	0.70	0.63
KN805658.1	468817	0.72	0.84	0.60	0.90	0.58	0.73	0.80	0.62	0.69	0.71	0.81	0.72	0.88	0.78	0.83	0.77	0.91	0.81	0.67	0.88	0.86	0.85
KN805658.1	468848	0.51	0.23	0.40	0.40	0.37	0.03	0.10	0.60	0.34	0.54	0.54	0.48	0.62	0.64	0.30	0.50	0.00	0.01	0.51	0.57	0.38	0.00
KN805658.1	574127	0.70	0.69	0.80	1.00	0.94	0.97	1.00	0.67	0.79	0.94	0.73	0.97	0.84	0.60	0.65	0.78	1.00	1.00	0.92	0.48	0.88	0.34
KN805658.1	574156	0.89	0.82	0.95	1.00	0.97	0.98	1.00	0.92	0.87	0.97	0.95	0.88	0.92	0.78	0.95	0.67	1.00	0.79	0.92	0.87	0.90	0.51
KN805658.1	574172	0.87	0.79	0.85	1.00	0.56	0.97	0.87	0.87	0.72	0.92	0.84	0.77	0.94	0.63	0.75	0.75	1.00	0.41	0.69	0.68	0.82	0.51
KN805659.1	40017	0.52	0.27	0.42	0.34	0.15	0.11	0.04	0.57	0.09	0.24	0.29	0.34	0.20	0.15	0.26	0.51	0.09	0.17	0.29	0.13	0.39	0.17
KN805659.1	40667	0.52	0.43	0.08	0.00	0.22	0.02	0.26	0.37	0.54	0.07	0.38	0.21	0.15	0.25	0.25	0.45	0.04	0.03	0.38	0.43	0.16	0.00
KN805659.1	293747	0.21	0.02	0.02	0.06	0.03	0.02	0.38	0.14	0.02	0.03	0.04	0.01	0.04	0.10	0.10	0.06	0.03	0.26	0.17	0.02	0.04	0.00
KN805660.1	200267	0.90	0.96	0.94	0.71	0.84	0.83	0.81	0.97	0.80	0.96	0.94	0.67	0.91	0.94	0.91	0.98	0.97	0.91	0.96	0.96	0.84	1.00
KN805660.1	200299	0.94	0.62	0.40	0.60	0.73	0.88	0.55	0.42	0.87	0.87	0.90	0.66	0.85	0.76	0.96	0.81	0.93	0.90	0.91	0.96	0.67	1.00
KN805660.1	200301	0.86	0.58	0.41	0.84	0.86	0.87	0.67	0.36	0.67	0.94	1.00	0.91	0.76	0.94	0.80	0.69	0.96	0.94	0.96	0.89	0.74	0.09
KN805660.1	350769	0.00	0.00	0.15	0.00	0.20	0.00	0.00	0.00	0.46	0.00	0.00	0.00	0.10	0.00	0.00	0.01	0.00	1.00	0.00	0.23	0.00	0.00
KN805660.1	350770	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.01	0.00
KN805660.1	350911	0.08	0.00	0.00	0.09	0.00	0.00	0.24	0.26	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.01	0.00	0.00	0.12	0.00	0.00	0.00
KN805661.1	165208	0.82	0.47	0.62	0.51	0.06	0.00	0.00	0.39	0.41	0.01	0.89	0.51	0.38	0.49	0.77	0.49	0.95	0.72	0.55	0.57	0.50	0.01
KN805661.1	165226	0.28	0.46	0.51	0.14	0.57	0.01	0.14	0.18	0.90	0.65	0.92	0.69	0.69	0.94	0.90	0.00	0.00	0.01	0.72	0.15	0.47	0.10
KN805661.1	280446	0.15	0.07	0.00	0.16	0.05	0.35	0.22	0.52	0.09	0.00	0.06	0.05	0.06	0.12	0.03	0.10	0.00	0.04	0.02	0.08	0.02	0.00
KN805661.1	280502	0.21	0.38	0.23	0.00	0.36	0.03	0.00	0.05	0.14	0.47	0.47	0.09	0.03	0.01	0.07	0.30	0.00	0.03	0.03	0.10	0.23	0.98
KN805661.1	553314	0.07	0.46	0.34	0.17	0.18	0.00	0.17	0.04	0.35	0.53	0.24	0.26	0.51	0.08	0.28	0.43	0.39	0.63	0.22	0.05	0.54	0.00
KN805662.1	56633	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN805662.1	56640	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	56643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	56805	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN805662.1	163461	0.68	0.92	0.46	0.47	0.83	0.80	0.15	0.36	0.84	0.33	0.85	0.55	0.87	0.55	0.92	0.40	0.59	0.98	0.72	0.52	0.61	0.98
KN805662.1	200576	0.63	0.00	0.00	0.30	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.96	0.00	0.28	0.09
KN805662.1	340779	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	340783	0.00	0.37	0.00	0.00	0.00	0.01	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
KN805662.1	340912	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	340925	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	340936	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	340943	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805662.1	340952	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.14	0.00
KN805663.1	108444	0.00	0.00	0.00	0.00	0.18	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00
KN805663.1	108802	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	108809	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	108864	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805663.1	108868	0.05	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.08	0.32	0.00	0.05	0.00	0.00	0.11	0.10	0.00	0.00	0.08	0.00	0.10	0.00
KN805663.1	108869	0.01	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.09	0.00	0.00	0.01	0.11	0.00	0.54	0.00	0.00	0.01	0.00
KN805663.1	108957	0.00	0.32	0.03	0.00	0.39	0.00	0.00	0.19	1.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00
KN805663.1	109011	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.17	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.01
KN805663.1	109428	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.07	0.00	0.00	0.34	0.01	0.00	0.00	0.00	0.00	0.00
KN805663.1	109443	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	109453	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	109603	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	109659	0.00	0.37	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.09	0.20	0.00	0.00	0.00	0.00	0.04	0.01
KN805663.1	262588	0.52	0.28	0.24	0.02	0.07	0.02	0.18	0.80	0.45	0.05	0.68	0.22	0.70	0.58	0.68	0.04	0.05	0.31	0.31	0.03	0.66	0.04
KN805663.1	499306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.06	0.00	0.00	0.15	0.21	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	499359	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805663.1	499366	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805663.1	513740	0.15	0.00	0.00	0.17	0.00	0.17	0.03	0.02	0.02	0.10	0.00	0.25	0.04	0.04	0.02	0.01	0.05	0.11	0.02	0.00	0.00	0.01
KN805663.1	513763	0.00	0.00	0.98	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.01	0.00	0.00	0.00	1.00	0.00	0.00	0.00
KN805663.1	513768	0.00	0.00	1.00	0.00	0.00	0.00	0.89	0.99	0.36	0.73	0.00	0.46	0.00	0.00	0.36	0.40	0.00	0.00	1.00	0.00	0.83	0.00
KN805663.1	514100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00
KN805664.1	131862	0.78	0.33	0.85	0.08	0.88	0.20	0.79	0.79	0.19	0.94	0.56	0.75	0.41	0.31	0.75	0.80	0.01	0.90	0.26	0.18	0.70	0.18
KN805664.1	220917	0.46	0.39	0.57	0.55	0.51	0.90	0.05	0.38	0.28	0.56	0.29	0.61	0.33	0.17	0.64	0.45	1.00	0.18	0.12	0.39	0.28	0.99
KN805665.1	57673	0.07	0.13	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.03	0.14	0.00	0.05	0.01	0.00	0.17	0.00	0.00	0.20	0.00	0.00	0.00
KN805665.1	57727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
KN805665.1	98243	0.00	0.00	0.00	0.03	0.00	0.02	0.00	0.00	0.00	0.00	0.03	0.01	0.04	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805665.1	125656	0.11	0.21	0.00	0.00	0.28	0.00	0.00	0.42	0.00	0.00	0.00	0.15	0.23	0.00	0.00	0.00	0.00	0.08	0.05	0.00	0.05	0.00
KN805665.1	144395	0.08	0.00	0.00	0.00	0.23	0.99	0.09	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00
KN805665.1	230207	0.00	0.31	0.00	0.09	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.01
KN805665.1	230243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805665.1	230350	0.02	0.00	0.18	0.03	0.00	0.07	0.00	0.00	0.28	0.06	0.00	0.03	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.06	0.08
KN805665.1	274252	0.07	0.00	0.00	0.01	0.04	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.01
KN805665.1	432097	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805665.1	432107	0.00	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805665.1	432156	0.18	0.16	0.00	0.00	0.09	0.00	0.00	0.00	0.01	0.00	0.00	0.15	0.07	0.00	0.00	0.00	0.00	0.00	0.05	0.01	0.16	0.00
KN805665.1	505029	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.10	0.11	0.01	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805665.1	505056	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805665.1	505076	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00
KN805665.1	505112	0.00	0.01	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805666.1	86678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.30	0.00	0.00	0.00
KN805666.1	86680	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805666.1	86700	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN805666.1	340052	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805668.1	340503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN805668.1	340510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805668.1	340524	0.00	0.00	0.13	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805668.1	340554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805668.1	340562	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
