chr	pos	20_20-N4	20_20-N2	20_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN805993.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805993.1:1:3526225:1 REF	2881655	0.88	0.82	1.00	0.64	0.80	0.74	0.84
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	50846	0.86	0.40	0.86	0.91	0.58	0.70	0.83
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	51022	0.97	0.92	0.60	1.00	0.85	0.95	0.87
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	51042	0.97	0.92	0.64	1.00	1.00	0.93	0.87
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	51052	0.88	0.50	0.33	1.00	1.00	0.89	0.92
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	1054802	0.69	0.82	0.33	1.00	0.86	0.62	0.85
KN805994.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805994.1:1:3589954:1 REF	2346771	0.50	0.67	0.50	0.73	0.73	0.26	0.28
KN805996.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805996.1:1:235946:1 REF	112418	0.89	0.66	0.10	0.38	0.90	0.83	0.23
KN805996.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805996.1:1:235946:1 REF	234384	0.92	1.00	0.90	0.96	0.98	0.82	0.75
KN806000.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806000.1:1:226747:1 REF	95542	0.50	0.95	0.82	0.80	0.56	0.68	0.82
KN806000.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806000.1:1:226747:1 REF	95549	0.47	0.82	0.82	0.80	0.56	0.79	0.93
KN806000.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806000.1:1:226747:1 REF	95573	0.15	0.78	0.59	0.46	0.54	0.52	0.41
KN806000.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806000.1:1:226747:1 REF	225826	0.93	0.99	1.00	0.99	1.00	1.00	1.00
KN806004.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806004.1:1:219897:1 REF	156122	0.75	0.97	1.00	0.96	0.95	1.00	0.59
KN806004.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806004.1:1:219897:1 REF	156127	0.97	0.97	1.00	0.96	0.29	1.00	0.43
KN806004.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806004.1:1:219897:1 REF	156134	0.97	0.97	0.96	0.96	0.98	1.00	0.98
KN806004.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806004.1:1:219897:1 REF	156166	0.74	0.97	1.00	1.00	0.90	0.90	0.95
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	11351	0.93	1.00	0.99	0.92	0.95	0.81	1.00
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	11368	0.97	1.00	1.00	0.92	0.95	0.98	0.88
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	185093	0.77	0.69	0.91	0.60	0.64	0.75	0.76
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	185101	0.86	0.77	0.88	0.80	0.71	0.90	0.84
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	185107	0.84	0.93	0.91	0.80	0.86	0.87	0.80
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	185143	0.73	0.88	0.88	0.70	0.73	0.80	0.71
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	185150	0.78	0.75	0.81	0.70	0.73	0.76	0.78
KN806015.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806015.1:1:284512:1 REF	247777	0.72	0.44	0.58	0.73	0.80	0.13	0.84
KN806023.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806023.1:1:289347:1 REF	246174	1.00	0.93	1.00	0.44	1.00	0.47	1.00
KN806023.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806023.1:1:289347:1 REF	246178	1.00	1.00	1.00	1.00	1.00	1.00	0.56
KN806023.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806023.1:1:289347:1 REF	246191	1.00	0.29	1.00	0.41	1.00	0.42	0.71
KN806023.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806023.1:1:289347:1 REF	276774	0.89	0.60	0.47	0.85	0.61	0.31	0.98
KN806024.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806024.1:1:252754:1 REF	105020	0.41	0.12	0.44	0.27	0.46	0.69	0.55
KN806025.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806025.1:1:213251:1 REF	205277	0.89	0.69	0.86	0.77	0.76	0.74	0.83
KN806027.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806027.1:1:202797:1 REF	127571	0.61	0.56	1.00	0.91	0.94	0.60	0.96
KN806027.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806027.1:1:202797:1 REF	127578	0.52	0.56	1.00	0.98	0.89	0.60	0.76
KN806027.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806027.1:1:202797:1 REF	127591	0.67	0.48	1.00	0.95	0.97	0.57	0.90
KN806027.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806027.1:1:202797:1 REF	127610	0.62	0.44	1.00	0.97	0.97	0.57	0.80
KN806028.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806028.1:1:226439:1 REF	194107	0.94	1.00	0.43	0.57	0.97	0.98	0.89
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17619	0.78	0.86	1.00	0.89	0.85	0.88	0.85
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17624	0.75	0.71	0.88	0.83	0.85	0.80	0.88
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17626	0.79	0.82	0.71	0.89	0.91	0.89	0.95
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17658	0.63	0.67	1.00	0.71	0.79	0.69	0.77
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17708	0.57	0.85	0.68	0.80	0.59	0.55	0.68
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	17723	0.45	0.62	0.68	0.80	0.56	0.42	0.66
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	18600	1.00	1.00	1.00	1.00	1.00	0.41	0.77
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	18617	0.97	1.00	1.00	0.95	0.83	0.48	0.77
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	222857	0.86	0.40	0.33	0.45	0.42	0.63	0.40
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	222870	0.93	0.41	0.78	0.45	0.82	0.55	0.93
KN806031.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806031.1:1:246257:1 REF	222885	0.94	0.41	0.88	0.55	0.67	0.50	0.49
KN806034.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806034.1:1:201321:1 REF	41856	0.74	0.67	0.43	0.33	0.27	0.67	1.00
KN806037.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806037.1:1:200418:1 REF	109777	0.96	0.97	1.00	0.95	1.00	1.00	0.73
KN806046.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806046.1:1:196947:1 REF	108293	0.83	0.76	0.42	0.85	0.33	0.84	1.00
KN806048.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806048.1:1:199956:1 REF	194513	0.31	0.33	0.60	0.54	0.34	0.84	0.16
KN806048.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806048.1:1:199956:1 REF	194530	0.81	0.56	0.40	0.58	0.86	0.77	0.29
KN806055.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806055.1:1:227742:1 REF	141947	0.88	0.74	0.78	0.89	0.76	0.68	0.72
KN806065.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806065.1:1:197267:1 REF	178504	0.89	0.60	0.47	0.60	0.61	0.31	0.98
KN806067.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806067.1:1:185677:1 REF	47596	0.55	0.61	0.64	0.76	0.41	0.78	0.81
KN806076.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806076.1:1:225834:1 REF	160609	0.58	1.00	1.00	0.17	0.91	0.67	1.00
KN806076.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806076.1:1:225834:1 REF	217873	0.33	0.96	0.53	0.22	0.54	0.71	0.83
KN806076.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806076.1:1:225834:1 REF	217918	0.64	1.00	0.98	0.61	0.63	0.92	0.74
KN806078.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806078.1:1:198372:1 REF	696	0.67	1.00	0.90	0.90	0.89	0.52	0.76
KN806078.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806078.1:1:198372:1 REF	707	0.95	1.00	0.90	0.80	0.89	0.61	0.82
KN806078.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806078.1:1:198372:1 REF	713	0.90	0.75	0.90	0.80	0.72	0.93	0.79
KN806078.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806078.1:1:198372:1 REF	81962	0.70	0.60	0.53	0.68	0.83	0.73	0.60
KN806078.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806078.1:1:198372:1 REF	97147	0.52	0.78	1.00	1.00	0.98	0.96	0.98
KN806087.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806087.1:1:253983:1 REF	233865	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN806093.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806093.1:1:174210:1 REF	58468	0.96	0.64	0.50	0.28	0.81	0.34	0.98
KN806096.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806096.1:1:191149:1 REF	62977	1.00	0.42	1.00	0.75	0.88	0.76	0.91
KN806097.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806097.1:1:170342:1 REF	168738	0.61	0.59	0.42	0.32	0.40	0.61	0.56
KN806104.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806104.1:1:173723:1 REF	116058	0.60	0.98	0.30	0.86	0.92	0.86	0.45
KN806105.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806105.1:1:234393:1 REF	174465	0.89	0.85	0.85	0.90	0.58	0.88	0.96
KN806105.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806105.1:1:234393:1 REF	174470	0.86	0.80	0.85	1.00	0.67	0.88	0.98
KN806105.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806105.1:1:234393:1 REF	174472	0.84	0.95	0.69	0.73	0.83	0.67	0.91
KN806105.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806105.1:1:234393:1 REF	174504	0.87	0.68	0.79	1.00	0.56	0.89	0.95
KN806111.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806111.1:1:160431:1 REF	24777	0.37	0.74	0.86	0.97	1.00	1.00	1.00
KN806111.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806111.1:1:160431:1 REF	24797	0.77	0.74	0.75	0.97	0.99	1.00	1.00
KN806111.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806111.1:1:160431:1 REF	157934	0.19	0.62	0.91	0.28	0.27	0.24	0.42
KN806114.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806114.1:1:167699:1 REF	73665	0.60	0.15	0.14	0.25	0.40	0.31	0.80
KN806114.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806114.1:1:167699:1 REF	154220	0.45	1.00	1.00	1.00	0.75	0.81	1.00
KN806124.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806124.1:1:169204:1 REF	76597	0.96	1.00	1.00	0.57	0.95	0.19	0.56
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111015	1.00	0.64	0.50	0.83	0.50	0.76	0.90
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111031	1.00	0.93	1.00	1.00	0.76	1.00	1.00
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111037	1.00	1.00	1.00	0.88	0.63	1.00	0.84
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111041	1.00	1.00	1.00	1.00	0.80	1.00	0.97
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111045	1.00	0.76	0.64	0.89	0.47	0.82	0.83
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111061	1.00	0.94	1.00	1.00	0.81	0.97	1.00
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111067	1.00	1.00	1.00	0.83	0.64	1.00	0.84
KN806126.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806126.1:1:163286:1 REF	111071	0.94	1.00	1.00	1.00	0.79	1.00	0.97
KN806130.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806130.1:1:169865:1 REF	12321	0.84	0.75	0.88	0.95	0.52	1.00	1.00
KN806130.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806130.1:1:169865:1 REF	12333	0.85	0.56	0.85	0.93	0.59	0.14	1.00
KN806137.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806137.1:1:191908:1 REF	31868	0.75	0.33	0.72	0.60	0.13	0.75	0.52
KN806142.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806142.1:1:155848:1 REF	52755	0.55	1.00	0.65	0.14	1.00	0.11	0.57
KN806143.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806143.1:1:162368:1 REF	133291	0.74	1.00	0.90	1.00	0.93	0.49	0.76
KN806144.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806144.1:1:186961:1 REF	81072	0.62	0.30	0.51	0.42	0.72	0.66	0.48
KN806144.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806144.1:1:186961:1 REF	81082	0.72	0.20	0.72	0.50	0.76	0.74	0.48
KN806144.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806144.1:1:186961:1 REF	117923	0.63	0.53	0.24	0.67	0.55	0.59	0.61
KN806146.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806146.1:1:160564:1 REF	115381	0.52	1.00	0.85	0.60	1.00	1.00	1.00
KN806148.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806148.1:1:176582:1 REF	90872	0.99	1.00	0.87	1.00	0.43	0.28	0.98
KN806152.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806152.1:1:202372:1 REF	165828	0.45	1.00	1.00	0.84	0.96	0.91	1.00
KN806152.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806152.1:1:202372:1 REF	165845	0.49	1.00	1.00	0.82	0.93	0.97	0.81
KN806152.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806152.1:1:202372:1 REF	165851	0.85	0.14	1.00	0.84	0.93	0.89	0.65
KN806152.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806152.1:1:202372:1 REF	165857	0.89	0.20	0.78	1.00	0.82	0.72	0.88
KN806153.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806153.1:1:150513:1 REF	27644	0.84	0.79	0.85	0.96	0.86	0.85	0.86
KN806153.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806153.1:1:150513:1 REF	27653	0.85	0.79	1.00	0.79	0.80	0.87	0.88
KN806155.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806155.1:1:152564:1 REF	21690	0.58	0.83	1.00	1.00	0.98	0.90	0.98
KN806156.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806156.1:1:208455:1 REF	139712	0.59	0.50	0.58	0.67	0.57	0.31	0.61
KN806157.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806157.1:1:201650:1 REF	180827	0.58	0.18	0.97	0.15	0.38	0.22	0.58
KN806162.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806162.1:1:165670:1 REF	119399	0.57	0.18	1.00	0.16	0.13	0.13	0.37
KN806163.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806163.1:1:152039:1 REF	38285	0.98	0.79	0.16	0.97	0.62	0.68	0.89
KN806164.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806164.1:1:204367:1 REF	192843	0.74	0.92	0.92	0.91	0.44	0.79	0.83
KN806164.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806164.1:1:204367:1 REF	192884	0.59	0.31	0.33	0.55	0.67	0.59	0.62
KN806168.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806168.1:1:208740:1 REF	165001	0.23	0.25	0.30	0.22	0.47	0.24	0.21
KN806169.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806169.1:1:186044:1 REF	15721	0.76	0.30	0.51	0.42	0.72	0.82	0.48
KN806169.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806169.1:1:186044:1 REF	15731	0.82	0.20	0.72	0.50	0.76	0.86	0.50
KN806169.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806169.1:1:186044:1 REF	173374	0.45	0.45	0.30	0.88	0.57	0.60	0.46
KN806170.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806170.1:1:140100:1 REF	135311	0.66	0.47	1.00	0.88	0.56	0.88	1.00
KN806170.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806170.1:1:140100:1 REF	135330	0.59	0.65	1.00	0.83	0.40	0.88	0.62
KN806170.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806170.1:1:140100:1 REF	135343	0.56	0.94	1.00	0.88	0.37	0.94	0.69
KN806170.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806170.1:1:140100:1 REF	135350	0.59	0.94	1.00	0.71	0.39	0.94	0.92
KN806177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806177.1:1:214269:1 REF	47755	0.54	0.72	0.82	0.44	0.71	0.80	0.78
KN806177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806177.1:1:214269:1 REF	47757	0.62	0.84	0.79	0.72	0.83	0.80	0.91
KN806177.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806177.1:1:214269:1 REF	47762	0.66	0.83	0.78	0.76	0.83	0.81	0.83
KN806182.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806182.1:1:136386:1 REF	64055	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN806184.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806184.1:1:171743:1 REF	81239	0.89	0.38	1.00	0.89	0.58	0.66	0.77
KN806184.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806184.1:1:171743:1 REF	94853	0.81	0.36	0.39	0.22	0.18	0.41	0.94
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	122317	0.65	0.60	1.00	0.94	0.97	0.82	0.93
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	122336	0.62	0.80	1.00	0.92	1.00	0.82	0.62
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	122349	0.54	0.93	1.00	0.94	0.92	0.94	0.69
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	122356	0.58	0.93	1.00	0.90	0.97	0.94	0.92
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	175080	0.45	0.95	1.00	0.87	0.87	0.62	0.94
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	175087	0.52	0.95	1.00	0.96	0.87	0.22	0.75
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	175100	0.55	0.93	1.00	0.92	0.97	0.18	0.69
KN806188.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806188.1:1:200502:1 REF	175119	0.70	0.88	1.00	0.96	0.97	0.18	0.94
KN806193.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806193.1:1:169024:1 REF	121038	0.96	0.12	0.57	0.35	0.56	0.49	0.72
KN806201.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806201.1:1:185770:1 REF	72506	0.52	0.48	0.25	0.23	0.24	0.39	0.79
KN806201.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806201.1:1:185770:1 REF	72508	0.13	0.12	0.25	0.24	0.24	0.39	0.33
KN806209.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806209.1:1:186830:1 REF	136563	0.62	0.54	1.00	0.67	0.90	0.62	0.88
KN806210.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806210.1:1:165745:1 REF	22587	0.89	1.00	0.54	0.49	0.80	1.00	0.63
KN806210.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806210.1:1:165745:1 REF	22609	0.54	0.70	0.54	0.48	0.72	0.67	0.88
KN806214.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806214.1:1:183526:1 REF	126896	0.89	0.50	0.47	0.60	0.59	0.34	0.98
KN806217.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806217.1:1:131317:1 REF	16416	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN806217.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806217.1:1:131317:1 REF	16544	0.11	0.10	0.35	0.73	0.22	0.33	0.96
KN806226.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806226.1:1:134705:1 REF	9615	0.89	1.00	0.29	0.57	0.68	0.58	0.96
KN806234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806234.1:1:158006:1 REF	13585	0.70	0.18	0.10	0.42	0.89	0.83	0.23
KN806234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806234.1:1:158006:1 REF	13614	0.89	0.60	0.47	0.60	0.78	0.32	0.92
KN806234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806234.1:1:158006:1 REF	30828	0.37	1.00	0.93	0.12	0.55	0.70	0.43
KN806234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806234.1:1:158006:1 REF	107796	0.52	0.50	0.25	0.23	0.24	0.38	0.91
KN806234.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806234.1:1:158006:1 REF	107798	0.13	0.16	0.25	0.24	0.24	0.38	0.15
KN806244.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806244.1:1:151301:1 REF	1590	0.51	0.13	1.00	0.38	0.29	0.39	1.00
KN806244.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806244.1:1:151301:1 REF	95807	0.61	0.75	0.76	0.46	0.65	0.62	0.68
KN806246.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806246.1:1:125304:1 REF	108481	0.88	0.71	0.47	0.78	0.56	0.31	0.98
KN806246.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806246.1:1:125304:1 REF	108511	0.72	0.21	0.63	0.55	0.56	0.66	0.86
KN806249.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806249.1:1:120612:1 REF	35137	0.79	0.77	1.00	1.00	0.72	0.97	0.43
KN806249.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806249.1:1:120612:1 REF	35144	0.77	0.77	1.00	1.00	0.28	0.90	0.42
KN806249.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806249.1:1:120612:1 REF	35164	0.72	0.81	1.00	0.97	0.84	0.75	0.80
KN806249.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN806249.1:1:120612:1 REF	56651	0.68	0.57	1.00	0.81	0.56	0.82	1.00
