chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN805662.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805662.1:1:532606:1 REF	474470	0.31	0.54	0.33	0.21	0.43	0.20	0.56
KN805663.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805663.1:1:582499:1 REF	18709	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805664.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805664.1:1:644896:1 REF	622010	1.00	1.00	1.00	0.89	0.85	0.96	1.00
KN805664.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805664.1:1:644896:1 REF	622021	0.18	0.57	0.32	1.00	1.00	1.00	1.00
KN805664.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805664.1:1:644896:1 REF	622034	0.18	0.15	0.31	0.20	1.00	1.00	0.96
KN805668.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805668.1:1:561580:1 REF	364259	0.68	0.75	0.95	0.60	0.65	0.78	1.00
KN805668.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805668.1:1:561580:1 REF	482826	0.97	0.93	0.94	0.93	0.65	0.88	0.66
KN805668.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805668.1:1:561580:1 REF	482833	1.00	0.44	0.91	0.89	0.87	0.94	0.42
KN805668.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805668.1:1:561580:1 REF	482839	0.58	0.89	0.57	0.87	0.74	0.88	0.66
KN805670.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805670.1:1:527936:1 REF	229998	0.79	0.78	0.87	0.42	0.88	0.48	0.45
KN805670.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805670.1:1:527936:1 REF	230014	0.75	0.92	1.00	0.50	0.93	0.48	0.40
KN805670.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805670.1:1:527936:1 REF	230043	0.68	0.85	0.97	0.46	0.66	0.59	1.00
KN805670.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805670.1:1:527936:1 REF	459533	0.21	0.13	0.11	0.19	0.18	0.14	0.16
KN805671.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805671.1:1:522312:1 REF	321959	0.76	0.96	0.93	0.41	0.98	0.93	0.85
KN805671.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805671.1:1:522312:1 REF	321964	1.00	0.72	0.98	0.67	1.00	0.90	0.93
KN805671.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805671.1:1:522312:1 REF	327334	0.68	0.75	0.94	0.58	0.64	0.78	1.00
KN805671.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805671.1:1:522312:1 REF	380769	0.20	0.65	1.00	0.43	0.40	0.44	0.65
KN805672.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805672.1:1:563288:1 REF	390600	0.18	0.81	0.94	0.54	0.85	0.44	0.68
KN805674.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805674.1:1:525452:1 REF	120591	0.42	0.29	0.35	0.50	0.44	0.45	0.33
KN805674.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805674.1:1:525452:1 REF	120617	0.82	0.69	0.84	0.82	0.94	0.76	0.60
KN805674.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805674.1:1:525452:1 REF	120619	0.94	0.87	0.93	0.88	0.97	0.86	0.90
KN805676.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805676.1:1:537071:1 REF	457044	0.86	0.96	1.00	0.78	1.00	1.00	1.00
KN805676.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805676.1:1:537071:1 REF	457073	0.92	0.92	1.00	0.70	0.97	1.00	1.00
KN805677.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805677.1:1:546144:1 REF	9957	1.00	0.92	0.79	1.00	0.97	1.00	0.87
KN805677.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805677.1:1:546144:1 REF	22931	0.78	0.79	0.67	0.74	0.48	0.42	1.00
KN805677.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805677.1:1:546144:1 REF	61343	0.74	0.81	0.80	0.88	0.92	1.00	1.00
KN805677.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805677.1:1:546144:1 REF	488440	0.50	1.00	0.73	0.93	0.69	1.00	1.00
KN805679.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805679.1:1:591036:1 REF	533683	0.96	0.72	0.92	0.94	0.61	1.00	0.36
KN805680.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805680.1:1:554768:1 REF	328854	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805680.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805680.1:1:554768:1 REF	500372	0.56	0.57	0.73	0.68	0.60	0.87	0.79
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334539	1.00	0.90	1.00	0.89	0.91	0.94	0.88
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334545	0.94	0.96	0.40	0.90	0.95	0.89	0.82
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334546	0.98	0.71	0.71	0.93	0.95	0.93	0.87
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334550	0.94	0.93	0.91	0.85	0.55	0.92	0.69
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334551	0.98	0.94	0.79	0.89	0.95	0.93	0.93
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334552	0.94	0.93	0.89	0.88	0.93	0.92	0.76
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334553	0.96	0.97	0.81	0.96	1.00	0.86	0.93
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334584	1.00	0.73	0.43	0.80	0.94	0.95	0.62
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	334585	1.00	1.00	0.83	1.00	0.77	0.85	0.92
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	441491	0.71	0.63	1.00	0.62	0.73	0.91	1.00
KN805682.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805682.1:1:528424:1 REF	441515	0.71	0.56	0.53	0.49	0.53	0.91	0.95
KN805683.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805683.1:1:546710:1 REF	228560	0.96	1.00	0.98	0.95	0.73	0.84	1.00
KN805686.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805686.1:1:543376:1 REF	118384	0.69	0.72	0.57	0.38	0.88	0.52	0.48
KN805686.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805686.1:1:543376:1 REF	118400	0.74	0.90	1.00	0.46	0.93	0.45	0.43
KN805686.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805686.1:1:543376:1 REF	118429	0.69	0.81	0.98	0.50	0.66	0.57	1.00
KN805689.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805689.1:1:581105:1 REF	140343	0.68	0.71	0.58	0.72	0.85	0.58	0.78
KN805690.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805690.1:1:543450:1 REF	466240	0.67	0.80	0.88	0.58	0.50	0.78	1.00
KN805692.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805692.1:1:534358:1 REF	428832	1.00	0.37	1.00	1.00	0.94	0.12	1.00
KN805692.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805692.1:1:534358:1 REF	428840	1.00	0.63	0.97	1.00	0.97	0.12	1.00
KN805693.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805693.1:1:494752:1 REF	278259	0.54	0.57	0.95	0.56	0.65	0.83	1.00
KN805693.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805693.1:1:494752:1 REF	278283	0.55	0.60	1.00	0.56	0.70	0.92	1.00
KN805694.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805694.1:1:590885:1 REF	36568	0.36	0.56	0.87	0.25	0.74	0.45	0.67
KN805696.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805696.1:1:537568:1 REF	89981	0.98	1.00	0.64	1.00	0.99	0.40	1.00
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	163076	0.91	0.83	0.91	0.88	0.92	0.40	1.00
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	163115	0.91	0.95	0.85	0.96	0.43	0.73	1.00
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	178997	0.58	0.76	0.75	0.63	0.55	0.56	0.67
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	179609	0.87	0.95	0.87	0.94	0.64	0.72	0.85
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	179625	0.89	0.93	0.93	0.89	0.97	0.64	1.00
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	375041	0.63	0.73	0.58	0.69	0.85	0.60	0.78
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	467866	0.67	1.00	1.00	0.46	0.77	0.48	1.00
KN805697.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805697.1:1:580679:1 REF	467887	0.67	1.00	1.00	0.66	1.00	0.48	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	976824	0.51	0.43	0.50	0.37	0.78	0.64	0.71
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1427457	0.47	0.58	0.51	0.71	0.76	0.64	0.64
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1789338	0.94	0.91	0.83	0.87	0.94	0.82	0.95
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1789340	0.95	0.96	0.60	0.88	0.94	0.94	0.99
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1789345	0.94	0.99	0.81	0.82	0.96	0.93	0.99
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1789351	0.98	0.99	0.87	0.93	0.95	0.93	0.15
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1999393	0.69	0.72	0.87	0.42	0.88	0.52	0.50
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1999409	0.74	0.90	1.00	0.50	0.93	0.45	0.45
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	1999438	0.69	0.81	0.97	0.46	0.66	0.70	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	2044440	0.89	0.85	0.87	0.85	0.77	0.95	0.95
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	2807247	0.94	0.96	0.79	0.94	1.00	0.82	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	2807279	0.87	0.70	0.86	0.80	0.15	0.55	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	2807486	0.71	0.39	0.67	1.00	0.61	0.92	0.33
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3036614	0.81	0.65	1.00	0.97	0.99	1.00	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3036620	0.67	0.66	0.91	1.00	0.94	1.00	0.84
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3036625	0.92	0.69	0.98	1.00	0.94	1.00	0.81
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3036627	0.67	0.79	0.98	0.91	0.94	1.00	0.91
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3036659	0.84	0.35	0.96	1.00	0.96	0.82	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3455748	0.69	0.75	0.91	0.58	0.65	0.78	1.00
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3660047	0.69	0.73	0.57	0.42	0.91	0.52	0.48
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3660063	0.76	0.90	1.00	0.50	0.95	0.45	0.43
KN805698.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805698.1:1:3869695:1 REF	3660092	0.71	0.81	0.98	0.46	0.75	0.57	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492537	1.00	0.86	1.00	0.95	0.95	0.98	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492546	0.68	0.66	1.00	0.97	0.50	0.89	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492548	1.00	0.90	0.92	1.00	1.00	0.95	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492554	1.00	0.69	0.92	1.00	0.70	0.98	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492556	1.00	0.76	1.00	0.90	0.95	0.98	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492559	0.88	0.83	0.97	1.00	0.90	0.95	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	492578	1.00	0.93	1.00	0.37	1.00	1.00	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	1981735	0.94	0.78	0.92	1.00	1.00	0.97	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	2606969	0.78	0.80	0.58	0.47	1.00	1.00	0.70
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	2607055	0.20	0.53	0.70	0.76	0.93	0.24	0.74
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	2607087	0.89	0.42	0.71	0.91	0.91	0.92	0.82
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	2607089	0.32	0.94	0.86	0.83	0.56	0.92	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	2607094	0.95	0.56	0.90	0.61	0.92	0.96	0.93
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3132300	0.46	0.46	0.45	0.25	0.33	0.73	0.34
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480203	1.00	0.93	1.00	1.00	1.00	1.00	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480222	0.93	0.83	1.00	1.00	0.95	0.95	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480225	1.00	0.83	1.00	0.85	1.00	0.98	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480227	1.00	0.66	0.69	1.00	0.75	0.98	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480233	1.00	0.90	0.62	1.00	1.00	0.96	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480235	0.75	0.62	1.00	0.90	0.40	0.86	1.00
KN805699.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805699.1:1:4006733:1 REF	3480244	1.00	0.93	1.00	0.90	0.89	0.98	1.00
KN805700.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805700.1:1:537801:1 REF	517892	0.79	0.99	0.86	0.92	0.88	0.98	0.69
KN805701.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805701.1:1:527555:1 REF	194253	0.95	0.86	1.00	0.92	0.83	0.75	0.76
KN805702.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805702.1:1:499327:1 REF	354935	0.81	0.71	1.00	1.00	0.94	0.11	0.18
KN805703.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805703.1:1:567773:1 REF	49868	0.80	0.76	0.84	0.89	0.92	0.94	0.97
KN805703.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805703.1:1:567773:1 REF	206833	0.19	0.94	0.41	0.85	0.71	1.00	0.64
KN805703.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805703.1:1:567773:1 REF	435141	0.81	0.71	0.67	0.65	0.67	0.50	0.10
KN805703.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805703.1:1:567773:1 REF	435172	0.86	0.97	0.78	0.88	0.98	0.89	0.92
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	5724	0.86	0.85	0.70	0.93	0.61	0.46	0.13
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	5756	0.20	0.90	0.92	0.98	0.67	0.89	0.11
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	5758	0.97	0.84	0.98	1.00	0.82	0.94	1.00
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	5763	0.23	0.89	0.91	0.95	0.89	0.93	0.99
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	5769	0.97	0.89	0.94	0.94	0.89	0.93	1.00
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	116738	1.00	1.00	0.95	1.00	0.97	1.00	1.00
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	116740	1.00	0.97	1.00	1.00	0.96	1.00	1.00
KN805705.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805705.1:1:523044:1 REF	116751	0.98	0.92	0.90	1.00	0.97	1.00	1.00
KN805707.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805707.1:1:547019:1 REF	9763	0.76	0.72	0.67	0.38	0.88	0.52	0.52
KN805707.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805707.1:1:547019:1 REF	9779	0.80	0.90	1.00	0.46	0.93	0.45	0.48
KN805707.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805707.1:1:547019:1 REF	9808	0.76	0.81	0.98	0.50	0.66	0.57	1.00
KN805708.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805708.1:1:553889:1 REF	281290	0.89	0.82	0.96	0.98	0.97	1.00	1.00
KN805708.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805708.1:1:553889:1 REF	322618	0.89	0.95	0.89	1.00	0.95	1.00	1.00
KN805708.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805708.1:1:553889:1 REF	322630	0.94	0.75	0.84	0.78	1.00	1.00	0.85
KN805708.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805708.1:1:553889:1 REF	322654	0.92	0.79	0.80	0.80	1.00	1.00	0.92
KN805708.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805708.1:1:553889:1 REF	322661	0.96	0.86	0.92	0.90	0.93	0.85	0.69
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	16495	0.47	0.65	0.32	0.83	0.43	0.50	0.49
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	16525	0.48	0.86	0.87	0.94	0.99	0.76	0.89
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	75638	0.62	0.88	0.98	0.56	0.67	0.89	0.42
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	130137	0.94	0.55	0.90	0.26	0.97	0.77	0.60
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	171337	0.96	1.00	0.98	0.98	1.00	0.53	1.00
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	171339	0.94	0.97	0.98	1.00	1.00	0.54	1.00
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	171344	0.96	1.00	0.98	1.00	1.00	0.53	1.00
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	171359	0.96	1.00	0.98	1.00	1.00	1.00	1.00
KN805710.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805710.1:1:498470:1 REF	171368	0.77	0.77	0.84	0.95	0.88	0.97	1.00
KN805715.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805715.1:1:485462:1 REF	224137	0.60	1.00	0.90	0.98	0.98	1.00	1.00
KN805715.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805715.1:1:485462:1 REF	224152	0.97	0.96	0.80	0.74	0.94	1.00	0.99
KN805717.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805717.1:1:508535:1 REF	119146	0.99	1.00	0.95	0.97	0.97	0.93	1.00
KN805717.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805717.1:1:508535:1 REF	119168	1.00	0.93	1.00	0.97	0.94	0.86	0.96
KN805717.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805717.1:1:508535:1 REF	119178	0.95	1.00	1.00	0.98	0.95	0.95	1.00
KN805719.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805719.1:1:477110:1 REF	382718	0.86	0.89	0.59	0.60	0.69	1.00	0.83
KN805720.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805720.1:1:460160:1 REF	54308	1.00	0.71	0.81	0.40	0.78	1.00	1.00
KN805720.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805720.1:1:460160:1 REF	54316	0.71	0.68	0.63	0.91	0.52	0.85	0.97
KN805721.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805721.1:1:494262:1 REF	203279	0.54	0.10	0.90	0.86	0.91	0.97	0.80
KN805722.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805722.1:1:497382:1 REF	408046	1.00	1.00	1.00	1.00	0.39	0.90	1.00
KN805726.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805726.1:1:478985:1 REF	474192	0.86	0.18	0.92	0.36	0.43	0.25	0.82
KN805726.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805726.1:1:478985:1 REF	474550	0.58	0.96	0.67	0.73	0.78	0.92	0.81
KN805726.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805726.1:1:478985:1 REF	474582	0.85	0.73	0.88	0.82	0.85	0.75	0.82
KN805726.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805726.1:1:478985:1 REF	474584	0.80	0.92	0.94	0.75	0.94	0.75	1.00
KN805726.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805726.1:1:478985:1 REF	474589	0.95	0.92	0.94	0.86	0.91	0.75	0.93
KN805728.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805728.1:1:448058:1 REF	216391	0.41	0.15	0.24	0.53	0.40	0.19	0.48
KN805728.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805728.1:1:448058:1 REF	216396	0.57	0.28	0.39	0.60	0.20	0.45	0.67
KN805728.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805728.1:1:448058:1 REF	216402	0.78	0.40	0.51	0.67	0.68	0.45	0.67
